Month,Constabulary,Crime type,Longitude,Latitude,Count
2024-06,Gloucestershire Constabulary,Other theft,-2.3365,51.7587,1
2024-06,Gloucestershire Constabulary,Other theft,-2.3186,51.7847,1
2024-06,Gloucestershire Constabulary,Other theft,-2.3135,51.7551,1
2024-06,Gloucestershire Constabulary,Other theft,-2.3124,51.962,1
2024-06,Gloucestershire Constabulary,Other theft,-2.3111,51.7565,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2936,51.8173,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2934,51.7511,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2921,51.7558,2
2024-06,Gloucestershire Constabulary,Other theft,-2.2905,51.8251,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2895,51.7048,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2839,51.7469,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2812,51.7307,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2796,51.8271,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2747,51.7278,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2738,51.8929,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2711,51.7388,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2696,51.8234,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2693,51.8109,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2668,51.7414,2
2024-06,Gloucestershire Constabulary,Other theft,-2.2627,51.6656,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2612,51.5853,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2607,51.7414,1
2024-06,Gloucestershire Constabulary,Other theft,-2.26,51.8549,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2596,51.8416,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2596,51.8584,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2574,51.8465,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2554,51.826,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2554,51.8586,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2544,51.8472,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2544,51.8551,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2526,51.8596,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2525,51.8681,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2522,51.8746,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2512,51.8673,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2511,51.8305,1
2024-06,Gloucestershire Constabulary,Other theft,-2.251,51.8594,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2506,51.8636,2
2024-06,Gloucestershire Constabulary,Other theft,-2.2499,51.861,1
2024-06,Gloucestershire Constabulary,Other theft,-2.249,51.8634,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2483,51.7409,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2478,51.7424,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2463,51.8376,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2463,51.8648,3
2024-06,Gloucestershire Constabulary,Other theft,-2.2454,51.8617,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2451,51.7487,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2446,51.7504,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2438,51.8663,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2436,51.8671,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2434,51.8608,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2427,51.8636,2
2024-06,Gloucestershire Constabulary,Other theft,-2.2419,51.8651,2
2024-06,Gloucestershire Constabulary,Other theft,-2.2417,51.8555,2
2024-06,Gloucestershire Constabulary,Other theft,-2.2417,51.861,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2414,51.8697,1
2024-06,Gloucestershire Constabulary,Other theft,-2.241,51.8643,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2396,51.8586,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2393,51.8591,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2391,51.8481,1
2024-06,Gloucestershire Constabulary,Other theft,-2.239,51.8675,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2376,51.8086,1
2024-06,Gloucestershire Constabulary,Other theft,-2.237,51.8673,2
2024-06,Gloucestershire Constabulary,Other theft,-2.2368,51.8505,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2366,51.8537,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2361,51.8631,1
2024-06,Gloucestershire Constabulary,Other theft,-2.235,51.853,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2348,51.8079,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2347,51.8152,5
2024-06,Gloucestershire Constabulary,Other theft,-2.2347,51.859,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2343,51.6971,1
2024-06,Gloucestershire Constabulary,Other theft,-2.234,51.8466,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2334,51.7023,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2332,51.7524,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2328,51.8661,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2323,51.8623,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2319,51.7485,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2317,51.868,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2307,51.8559,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2304,51.8813,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2293,51.7446,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2287,51.855,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2286,51.8708,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2281,51.8665,1
2024-06,Gloucestershire Constabulary,Other theft,-2.227,51.8632,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2243,51.8607,2
2024-06,Gloucestershire Constabulary,Other theft,-2.2235,51.8428,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2224,51.8522,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2209,51.8513,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2207,51.9208,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2203,51.8669,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2199,51.8342,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2199,51.8452,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2196,51.8635,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2192,51.8334,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2187,51.8303,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2184,51.8356,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2182,51.7448,3
2024-06,Gloucestershire Constabulary,Other theft,-2.2182,51.8519,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2181,51.8794,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2177,51.8401,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2172,51.7467,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2168,51.6919,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2161,51.7449,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2161,51.8389,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2154,51.8523,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2149,51.8423,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2148,51.8601,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2142,51.8388,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2131,51.8645,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2128,51.8349,2
2024-06,Gloucestershire Constabulary,Other theft,-2.2124,51.852,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2106,51.8743,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2105,51.7431,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2098,51.735,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2078,51.7443,3
2024-06,Gloucestershire Constabulary,Other theft,-2.2073,51.8827,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2063,51.7375,2
2024-06,Gloucestershire Constabulary,Other theft,-2.203,51.8777,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2029,51.8785,1
2024-06,Gloucestershire Constabulary,Other theft,-2.2009,51.8478,1
2024-06,Gloucestershire Constabulary,Other theft,-2.1999,51.8647,2
2024-06,Gloucestershire Constabulary,Other theft,-2.1996,51.8852,1
2024-06,Gloucestershire Constabulary,Other theft,-2.1969,51.7444,1
2024-06,Gloucestershire Constabulary,Other theft,-2.1953,51.7436,1
2024-06,Gloucestershire Constabulary,Other theft,-2.1915,51.8877,1
2024-06,Gloucestershire Constabulary,Other theft,-2.1913,51.888,1
2024-06,Gloucestershire Constabulary,Other theft,-2.1909,51.7188,1
2024-06,Gloucestershire Constabulary,Other theft,-2.1902,51.788,1
2024-06,Gloucestershire Constabulary,Other theft,-2.1879,51.8553,1
2024-06,Gloucestershire Constabulary,Other theft,-2.18,51.8783,1
2024-06,Gloucestershire Constabulary,Other theft,-2.1792,51.8389,1
2024-06,Gloucestershire Constabulary,Other theft,-2.1783,51.885,2
2024-06,Gloucestershire Constabulary,Other theft,-2.1779,51.6813,1
2024-06,Gloucestershire Constabulary,Other theft,-2.1729,51.6089,1
2024-06,Gloucestershire Constabulary,Other theft,-2.1695,51.8493,1
2024-06,Gloucestershire Constabulary,Other theft,-2.1594,51.9915,1
2024-06,Gloucestershire Constabulary,Other theft,-2.1572,51.984,1
2024-06,Gloucestershire Constabulary,Other theft,-2.156,51.9861,1
2024-06,Gloucestershire Constabulary,Other theft,-2.1554,51.9937,1
2024-06,Gloucestershire Constabulary,Other theft,-2.1518,51.9945,1
2024-06,Gloucestershire Constabulary,Other theft,-2.1491,51.842,1
2024-06,Gloucestershire Constabulary,Other theft,-2.1478,51.8448,1
2024-06,Gloucestershire Constabulary,Other theft,-2.1469,51.995,5
2024-06,Gloucestershire Constabulary,Other theft,-2.1451,51.8473,1
2024-06,Gloucestershire Constabulary,Other theft,-2.1423,52.002,1
2024-06,Gloucestershire Constabulary,Other theft,-2.1382,51.9955,1
2024-06,Gloucestershire Constabulary,Other theft,-2.1236,51.8888,1
2024-06,Gloucestershire Constabulary,Other theft,-2.1214,51.9023,1
2024-06,Gloucestershire Constabulary,Other theft,-2.1194,51.9036,1
2024-06,Gloucestershire Constabulary,Other theft,-2.119,52.007,1
2024-06,Gloucestershire Constabulary,Other theft,-2.1143,51.9036,1
2024-06,Gloucestershire Constabulary,Other theft,-2.1126,51.9068,1
2024-06,Gloucestershire Constabulary,Other theft,-2.1121,51.8946,2
2024-06,Gloucestershire Constabulary,Other theft,-2.1103,51.8907,1
2024-06,Gloucestershire Constabulary,Other theft,-2.1067,51.8809,5
2024-06,Gloucestershire Constabulary,Other theft,-2.1054,51.9013,1
2024-06,Gloucestershire Constabulary,Other theft,-2.1043,51.8846,1
2024-06,Gloucestershire Constabulary,Other theft,-2.104,51.8754,1
2024-06,Gloucestershire Constabulary,Other theft,-2.103,51.9154,1
2024-06,Gloucestershire Constabulary,Other theft,-2.0981,51.9223,1
2024-06,Gloucestershire Constabulary,Other theft,-2.0969,51.9106,1
2024-06,Gloucestershire Constabulary,Other theft,-2.0943,51.905,1
2024-06,Gloucestershire Constabulary,Other theft,-2.0892,51.9086,1
2024-06,Gloucestershire Constabulary,Other theft,-2.089,51.8988,1
2024-06,Gloucestershire Constabulary,Other theft,-2.087,51.9161,1
2024-06,Gloucestershire Constabulary,Other theft,-2.0838,51.9019,7
2024-06,Gloucestershire Constabulary,Other theft,-2.0837,51.9097,1
2024-06,Gloucestershire Constabulary,Other theft,-2.0836,51.9103,1
2024-06,Gloucestershire Constabulary,Other theft,-2.0812,51.8788,1
2024-06,Gloucestershire Constabulary,Other theft,-2.081,51.901,1
2024-06,Gloucestershire Constabulary,Other theft,-2.0809,51.8817,1
2024-06,Gloucestershire Constabulary,Other theft,-2.0798,51.9021,1
2024-06,Gloucestershire Constabulary,Other theft,-2.0796,51.8989,1
2024-06,Gloucestershire Constabulary,Other theft,-2.0781,51.9022,1
2024-06,Gloucestershire Constabulary,Other theft,-2.0766,51.8957,1
2024-06,Gloucestershire Constabulary,Other theft,-2.0765,51.9005,2
2024-06,Gloucestershire Constabulary,Other theft,-2.0764,51.9057,1
2024-06,Gloucestershire Constabulary,Other theft,-2.0761,51.9012,1
2024-06,Gloucestershire Constabulary,Other theft,-2.0758,51.8937,1
2024-06,Gloucestershire Constabulary,Other theft,-2.0757,51.905,1
2024-06,Gloucestershire Constabulary,Other theft,-2.0756,51.8802,1
2024-06,Gloucestershire Constabulary,Other theft,-2.0756,51.9018,1
2024-06,Gloucestershire Constabulary,Other theft,-2.0753,51.9001,2
2024-06,Gloucestershire Constabulary,Other theft,-2.0746,51.908,1
2024-06,Gloucestershire Constabulary,Other theft,-2.074,51.8773,1
2024-06,Gloucestershire Constabulary,Other theft,-2.0737,51.8962,1
2024-06,Gloucestershire Constabulary,Other theft,-2.0728,51.8983,1
2024-06,Gloucestershire Constabulary,Other theft,-2.0724,51.9028,1
2024-06,Gloucestershire Constabulary,Other theft,-2.0723,51.8976,1
2024-06,Gloucestershire Constabulary,Other theft,-2.0723,51.9515,1
2024-06,Gloucestershire Constabulary,Other theft,-2.0717,51.9819,1
2024-06,Gloucestershire Constabulary,Other theft,-2.0712,51.8993,1
2024-06,Gloucestershire Constabulary,Other theft,-2.0694,51.887,1
2024-06,Gloucestershire Constabulary,Other theft,-2.0675,51.9019,1
2024-06,Gloucestershire Constabulary,Other theft,-2.0653,51.9129,1
2024-06,Gloucestershire Constabulary,Other theft,-2.065,51.895,1
2024-06,Gloucestershire Constabulary,Other theft,-2.0646,51.9419,5
2024-06,Gloucestershire Constabulary,Other theft,-2.0639,51.6925,1
2024-06,Gloucestershire Constabulary,Other theft,-2.0637,51.905,1
2024-06,Gloucestershire Constabulary,Other theft,-2.0604,51.9045,1
2024-06,Gloucestershire Constabulary,Other theft,-2.0579,51.9102,1
2024-06,Gloucestershire Constabulary,Other theft,-2.0579,51.942,1
2024-06,Gloucestershire Constabulary,Other theft,-2.0573,51.8922,1
2024-06,Gloucestershire Constabulary,Other theft,-2.0552,51.939,1
2024-06,Gloucestershire Constabulary,Other theft,-2.0526,51.9026,1
2024-06,Gloucestershire Constabulary,Other theft,-2.0513,51.8793,1
2024-06,Gloucestershire Constabulary,Other theft,-2.0487,51.8176,1
2024-06,Gloucestershire Constabulary,Other theft,-2.0475,51.9071,1
2024-06,Gloucestershire Constabulary,Other theft,-2.0472,51.9096,1
2024-06,Gloucestershire Constabulary,Other theft,-2.0423,51.8817,1
2024-06,Gloucestershire Constabulary,Other theft,-2.0404,51.927,1
2024-06,Gloucestershire Constabulary,Other theft,-2.0362,51.9094,1
2024-06,Gloucestershire Constabulary,Other theft,-1.9905,51.9511,1
2024-06,Gloucestershire Constabulary,Other theft,-1.9687,51.717,1
2024-06,Gloucestershire Constabulary,Other theft,-1.9685,51.7158,1
2024-06,Gloucestershire Constabulary,Other theft,-1.9672,51.717,1
2024-06,Gloucestershire Constabulary,Other theft,-1.9661,51.9586,1
2024-06,Gloucestershire Constabulary,Other theft,-1.9655,51.7152,1
2024-06,Gloucestershire Constabulary,Other theft,-1.9636,51.9673,1
2024-06,Gloucestershire Constabulary,Other theft,-1.9628,51.7074,1
2024-06,Gloucestershire Constabulary,Other theft,-1.9607,51.705,1
2024-06,Gloucestershire Constabulary,Other theft,-1.956,51.9644,1
2024-06,Gloucestershire Constabulary,Other theft,-1.954,51.7032,1
2024-06,Gloucestershire Constabulary,Other theft,-1.9535,51.7203,2
2024-06,Gloucestershire Constabulary,Other theft,-1.948,51.7219,7
2024-06,Gloucestershire Constabulary,Other theft,-1.9336,51.7189,1
2024-06,Gloucestershire Constabulary,Other theft,-1.921,51.7291,1
2024-06,Gloucestershire Constabulary,Other theft,-1.9006,51.7029,1
2024-06,Gloucestershire Constabulary,Other theft,-1.8998,51.6664,1
2024-06,Gloucestershire Constabulary,Other theft,-1.887,51.9693,1
2024-06,Gloucestershire Constabulary,Other theft,-1.8443,51.7584,1
2024-06,Gloucestershire Constabulary,Other theft,-1.819,51.8315,1
2024-06,Gloucestershire Constabulary,Other theft,-1.7779,52.0561,1
2024-06,Gloucestershire Constabulary,Other theft,-1.7739,51.7076,1
2024-06,Gloucestershire Constabulary,Other theft,-1.7607,51.7063,1
2024-06,Gloucestershire Constabulary,Other theft,-1.7589,52.0523,1
2024-06,Gloucestershire Constabulary,Other theft,-1.758,51.8849,1
2024-06,Gloucestershire Constabulary,Other theft,-1.7558,52.0545,1
2024-06,Gloucestershire Constabulary,Other theft,-1.7551,51.8861,1
2024-06,Gloucestershire Constabulary,Other theft,-1.7384,51.9658,1
2024-06,Gloucestershire Constabulary,Other theft,-1.7183,51.9287,1
2024-06,Gloucestershire Constabulary,Other theft,-1.7064,51.9857,1
2024-06,Gloucestershire Constabulary,Other theft,-1.7057,51.9477,1
2024-06,Gloucestershire Constabulary,Other theft,-1.7056,51.9463,1
2024-06,Gloucestershire Constabulary,Other theft,-1.6935,51.9895,1
2024-06,Gloucestershire Constabulary,Other theft,-1.6905,51.6997,1
2024-06,Gloucestershire Constabulary,Other theft,-1.6782,52.0434,1
2024-06,Gloucestershire Constabulary,Other theft,-1.6775,51.9295,1
2024-06,Gloucestershire Constabulary,Other theft,-1.6678,51.9316,1
2024-06,Gloucestershire Constabulary,Possession of weapons,-2.6543,51.634,1
2024-06,Gloucestershire Constabulary,Possession of weapons,-2.5044,51.8242,1
2024-06,Gloucestershire Constabulary,Possession of weapons,-2.4887,51.8619,1
2024-06,Gloucestershire Constabulary,Possession of weapons,-2.296,51.8207,2
2024-06,Gloucestershire Constabulary,Possession of weapons,-2.2832,51.75,1
2024-06,Gloucestershire Constabulary,Possession of weapons,-2.2761,51.8291,1
2024-06,Gloucestershire Constabulary,Possession of weapons,-2.2574,51.8586,1
2024-06,Gloucestershire Constabulary,Possession of weapons,-2.2492,51.8613,1
2024-06,Gloucestershire Constabulary,Possession of weapons,-2.2463,51.8648,3
2024-06,Gloucestershire Constabulary,Possession of weapons,-2.2457,51.8601,1
2024-06,Gloucestershire Constabulary,Possession of weapons,-2.2418,51.8665,1
2024-06,Gloucestershire Constabulary,Possession of weapons,-2.237,51.8673,1
2024-06,Gloucestershire Constabulary,Possession of weapons,-2.2287,51.855,1
2024-06,Gloucestershire Constabulary,Possession of weapons,-2.2199,51.8452,1
2024-06,Gloucestershire Constabulary,Possession of weapons,-2.2174,51.8739,1
2024-06,Gloucestershire Constabulary,Possession of weapons,-2.215,51.8402,2
2024-06,Gloucestershire Constabulary,Possession of weapons,-2.2141,51.8465,1
2024-06,Gloucestershire Constabulary,Possession of weapons,-2.1847,51.7192,1
2024-06,Gloucestershire Constabulary,Possession of weapons,-2.1635,51.645,2
2024-06,Gloucestershire Constabulary,Possession of weapons,-2.1516,51.9962,1
2024-06,Gloucestershire Constabulary,Possession of weapons,-2.12,51.898,1
2024-06,Gloucestershire Constabulary,Possession of weapons,-2.1145,52.002,1
2024-06,Gloucestershire Constabulary,Possession of weapons,-2.1089,51.84,1
2024-06,Gloucestershire Constabulary,Possession of weapons,-2.108,51.903,1
2024-06,Gloucestershire Constabulary,Possession of weapons,-2.1057,51.9095,1
2024-06,Gloucestershire Constabulary,Possession of weapons,-2.1001,51.8462,1
2024-06,Gloucestershire Constabulary,Possession of weapons,-2.0869,51.9108,1
2024-06,Gloucestershire Constabulary,Possession of weapons,-2.0784,51.9087,1
2024-06,Gloucestershire Constabulary,Possession of weapons,-2.0693,51.8971,1
2024-06,Gloucestershire Constabulary,Possession of weapons,-2.0537,51.9031,1
2024-06,Gloucestershire Constabulary,Possession of weapons,-2.0534,51.8808,1
2024-06,Gloucestershire Constabulary,Possession of weapons,-1.9609,51.9984,1
2024-06,Gloucestershire Constabulary,Possession of weapons,-1.9522,51.7064,1
2024-06,Gloucestershire Constabulary,Possession of weapons,-1.7824,51.7098,1
2024-06,Gloucestershire Constabulary,Possession of weapons,-1.6996,51.9457,1
2024-06,Gloucestershire Constabulary,Public order,-2.6575,51.643,1
2024-06,Gloucestershire Constabulary,Public order,-2.6168,51.7953,1
2024-06,Gloucestershire Constabulary,Public order,-2.6161,51.7938,2
2024-06,Gloucestershire Constabulary,Public order,-2.5976,51.7944,1
2024-06,Gloucestershire Constabulary,Public order,-2.5784,51.827,1
2024-06,Gloucestershire Constabulary,Public order,-2.5695,51.7513,1
2024-06,Gloucestershire Constabulary,Public order,-2.5343,51.7253,1
2024-06,Gloucestershire Constabulary,Public order,-2.5018,51.8136,1
2024-06,Gloucestershire Constabulary,Public order,-2.4997,51.8242,1
2024-06,Gloucestershire Constabulary,Public order,-2.4921,51.8246,1
2024-06,Gloucestershire Constabulary,Public order,-2.4887,51.8619,2
2024-06,Gloucestershire Constabulary,Public order,-2.4815,51.7158,1
2024-06,Gloucestershire Constabulary,Public order,-2.48,51.8205,1
2024-06,Gloucestershire Constabulary,Public order,-2.4799,51.7592,1
2024-06,Gloucestershire Constabulary,Public order,-2.4701,51.7136,1
2024-06,Gloucestershire Constabulary,Public order,-2.4686,51.7147,1
2024-06,Gloucestershire Constabulary,Public order,-2.4586,51.6913,1
2024-06,Gloucestershire Constabulary,Public order,-2.4564,51.9267,1
2024-06,Gloucestershire Constabulary,Public order,-2.4472,51.6606,2
2024-06,Gloucestershire Constabulary,Public order,-2.4399,51.9776,1
2024-06,Gloucestershire Constabulary,Public order,-2.4387,51.9771,1
2024-06,Gloucestershire Constabulary,Public order,-2.413,51.9333,1
2024-06,Gloucestershire Constabulary,Public order,-2.4065,51.9257,1
2024-06,Gloucestershire Constabulary,Public order,-2.3986,51.9272,1
2024-06,Gloucestershire Constabulary,Public order,-2.3819,51.8264,1
2024-06,Gloucestershire Constabulary,Public order,-2.3746,51.6952,1
2024-06,Gloucestershire Constabulary,Public order,-2.3619,51.7146,1
2024-06,Gloucestershire Constabulary,Public order,-2.3608,51.6881,1
2024-06,Gloucestershire Constabulary,Public order,-2.3499,51.6375,1
2024-06,Gloucestershire Constabulary,Public order,-2.3431,51.7968,1
2024-06,Gloucestershire Constabulary,Public order,-2.3408,51.6768,1
2024-06,Gloucestershire Constabulary,Public order,-2.3335,51.8363,1
2024-06,Gloucestershire Constabulary,Public order,-2.3032,51.9642,1
2024-06,Gloucestershire Constabulary,Public order,-2.2968,51.8216,2
2024-06,Gloucestershire Constabulary,Public order,-2.2844,51.7437,1
2024-06,Gloucestershire Constabulary,Public order,-2.2827,51.8288,1
2024-06,Gloucestershire Constabulary,Public order,-2.2785,51.8268,1
2024-06,Gloucestershire Constabulary,Public order,-2.2761,51.8291,1
2024-06,Gloucestershire Constabulary,Public order,-2.2741,51.8081,2
2024-06,Gloucestershire Constabulary,Public order,-2.2728,51.8261,1
2024-06,Gloucestershire Constabulary,Public order,-2.2724,51.8164,1
2024-06,Gloucestershire Constabulary,Public order,-2.271,51.8352,1
2024-06,Gloucestershire Constabulary,Public order,-2.2702,51.8757,3
2024-06,Gloucestershire Constabulary,Public order,-2.2681,51.832,1
2024-06,Gloucestershire Constabulary,Public order,-2.2675,51.8174,1
2024-06,Gloucestershire Constabulary,Public order,-2.2648,51.8434,2
2024-06,Gloucestershire Constabulary,Public order,-2.2643,51.8149,1
2024-06,Gloucestershire Constabulary,Public order,-2.2637,51.8276,1
2024-06,Gloucestershire Constabulary,Public order,-2.2599,51.8278,1
2024-06,Gloucestershire Constabulary,Public order,-2.2592,51.8503,1
2024-06,Gloucestershire Constabulary,Public order,-2.2568,51.8264,2
2024-06,Gloucestershire Constabulary,Public order,-2.2554,51.8586,1
2024-06,Gloucestershire Constabulary,Public order,-2.2541,51.8524,8
2024-06,Gloucestershire Constabulary,Public order,-2.2529,51.8581,2
2024-06,Gloucestershire Constabulary,Public order,-2.2526,51.8596,2
2024-06,Gloucestershire Constabulary,Public order,-2.2516,51.829,1
2024-06,Gloucestershire Constabulary,Public order,-2.2511,51.9027,1
2024-06,Gloucestershire Constabulary,Public order,-2.251,51.8594,2
2024-06,Gloucestershire Constabulary,Public order,-2.2505,51.7419,1
2024-06,Gloucestershire Constabulary,Public order,-2.2505,51.8335,1
2024-06,Gloucestershire Constabulary,Public order,-2.2504,51.851,1
2024-06,Gloucestershire Constabulary,Public order,-2.2499,51.8625,1
2024-06,Gloucestershire Constabulary,Public order,-2.2498,51.8559,1
2024-06,Gloucestershire Constabulary,Public order,-2.2492,51.8613,3
2024-06,Gloucestershire Constabulary,Public order,-2.249,51.8634,1
2024-06,Gloucestershire Constabulary,Public order,-2.2478,51.8307,1
2024-06,Gloucestershire Constabulary,Public order,-2.2478,51.8655,3
2024-06,Gloucestershire Constabulary,Public order,-2.2477,51.8668,4
2024-06,Gloucestershire Constabulary,Public order,-2.2477,51.8741,3
2024-06,Gloucestershire Constabulary,Public order,-2.2476,51.8317,1
2024-06,Gloucestershire Constabulary,Public order,-2.2471,51.8275,1
2024-06,Gloucestershire Constabulary,Public order,-2.2463,51.8648,4
2024-06,Gloucestershire Constabulary,Public order,-2.2455,51.8664,1
2024-06,Gloucestershire Constabulary,Public order,-2.2454,51.8617,1
2024-06,Gloucestershire Constabulary,Public order,-2.244,51.8504,2
2024-06,Gloucestershire Constabulary,Public order,-2.2436,51.8671,2
2024-06,Gloucestershire Constabulary,Public order,-2.2434,51.8608,2
2024-06,Gloucestershire Constabulary,Public order,-2.243,51.8663,1
2024-06,Gloucestershire Constabulary,Public order,-2.2429,51.822,1
2024-06,Gloucestershire Constabulary,Public order,-2.2429,51.8491,1
2024-06,Gloucestershire Constabulary,Public order,-2.2425,51.8515,1
2024-06,Gloucestershire Constabulary,Public order,-2.2423,51.8619,3
2024-06,Gloucestershire Constabulary,Public order,-2.2423,51.8711,1
2024-06,Gloucestershire Constabulary,Public order,-2.2419,51.8651,2
2024-06,Gloucestershire Constabulary,Public order,-2.2418,51.8665,1
2024-06,Gloucestershire Constabulary,Public order,-2.2418,51.868,1
2024-06,Gloucestershire Constabulary,Public order,-2.2417,51.861,1
2024-06,Gloucestershire Constabulary,Public order,-2.2414,51.8697,1
2024-06,Gloucestershire Constabulary,Public order,-2.2411,51.8639,2
2024-06,Gloucestershire Constabulary,Public order,-2.241,51.8643,1
2024-06,Gloucestershire Constabulary,Public order,-2.2401,51.8643,1
2024-06,Gloucestershire Constabulary,Public order,-2.2398,51.7424,1
2024-06,Gloucestershire Constabulary,Public order,-2.2364,51.8612,1
2024-06,Gloucestershire Constabulary,Public order,-2.2362,51.8545,2
2024-06,Gloucestershire Constabulary,Public order,-2.2361,51.8631,2
2024-06,Gloucestershire Constabulary,Public order,-2.236,51.8613,1
2024-06,Gloucestershire Constabulary,Public order,-2.2347,51.8152,1
2024-06,Gloucestershire Constabulary,Public order,-2.2347,51.843,1
2024-06,Gloucestershire Constabulary,Public order,-2.2345,51.7505,2
2024-06,Gloucestershire Constabulary,Public order,-2.2336,51.8434,1
2024-06,Gloucestershire Constabulary,Public order,-2.2328,51.7496,1
2024-06,Gloucestershire Constabulary,Public order,-2.2328,51.8661,1
2024-06,Gloucestershire Constabulary,Public order,-2.2326,51.8579,1
2024-06,Gloucestershire Constabulary,Public order,-2.2317,51.868,2
2024-06,Gloucestershire Constabulary,Public order,-2.2306,51.7068,1
2024-06,Gloucestershire Constabulary,Public order,-2.2304,51.749,3
2024-06,Gloucestershire Constabulary,Public order,-2.2294,51.8831,1
