Constabulary,Crime type,Longitude,Latitude,Count
Cleveland Police,Anti-social behaviour,-1.3541,54.5188,1
Cleveland Police,Anti-social behaviour,-1.354,54.4965,1
Cleveland Police,Anti-social behaviour,-1.354,54.5815,3
Cleveland Police,Anti-social behaviour,-1.3538,54.5685,1
Cleveland Police,Anti-social behaviour,-1.3538,54.5732,3
Cleveland Police,Anti-social behaviour,-1.3538,54.5792,3
Cleveland Police,Anti-social behaviour,-1.3537,54.5247,1
Cleveland Police,Anti-social behaviour,-1.3536,54.5674,1
Cleveland Police,Anti-social behaviour,-1.3535,54.5091,14
Cleveland Police,Anti-social behaviour,-1.3535,54.58,1
Cleveland Police,Anti-social behaviour,-1.3534,54.5811,1
Cleveland Police,Anti-social behaviour,-1.3534,54.5865,3
Cleveland Police,Anti-social behaviour,-1.3534,54.5872,5
Cleveland Police,Anti-social behaviour,-1.3533,54.5101,1
Cleveland Police,Anti-social behaviour,-1.3533,54.5932,17
Cleveland Police,Anti-social behaviour,-1.3532,54.5769,1
Cleveland Police,Anti-social behaviour,-1.3531,54.5889,2
Cleveland Police,Anti-social behaviour,-1.353,54.5727,2
Cleveland Police,Anti-social behaviour,-1.353,54.583,40
Cleveland Police,Anti-social behaviour,-1.3529,54.495,2
Cleveland Police,Anti-social behaviour,-1.3529,54.5078,1
Cleveland Police,Anti-social behaviour,-1.3529,54.5806,2
Cleveland Police,Anti-social behaviour,-1.3529,54.5859,1
Cleveland Police,Anti-social behaviour,-1.3527,54.5087,1
Cleveland Police,Anti-social behaviour,-1.3527,54.5714,3
Cleveland Police,Anti-social behaviour,-1.3527,54.5846,1
Cleveland Police,Anti-social behaviour,-1.3527,54.5855,1
Cleveland Police,Anti-social behaviour,-1.3527,54.5891,3
Cleveland Police,Anti-social behaviour,-1.3526,54.5224,11
Cleveland Police,Anti-social behaviour,-1.3525,54.4922,1
Cleveland Police,Anti-social behaviour,-1.3525,54.4977,3
Cleveland Police,Anti-social behaviour,-1.3525,54.5882,1
Cleveland Police,Anti-social behaviour,-1.3524,54.584,1
Cleveland Police,Anti-social behaviour,-1.3523,54.4918,1
Cleveland Police,Anti-social behaviour,-1.3523,54.4938,4
Cleveland Police,Anti-social behaviour,-1.3523,54.5885,3
Cleveland Police,Anti-social behaviour,-1.3522,54.5163,1
Cleveland Police,Anti-social behaviour,-1.3521,54.5566,2
Cleveland Police,Anti-social behaviour,-1.3521,54.5753,1
Cleveland Police,Anti-social behaviour,-1.3519,54.5041,3
Cleveland Police,Anti-social behaviour,-1.3519,54.5148,1
Cleveland Police,Anti-social behaviour,-1.3519,54.5719,2
Cleveland Police,Anti-social behaviour,-1.3519,54.5733,5
Cleveland Police,Anti-social behaviour,-1.3518,54.5871,2
Cleveland Police,Anti-social behaviour,-1.3517,54.5016,1
Cleveland Police,Anti-social behaviour,-1.3517,54.5835,13
Cleveland Police,Anti-social behaviour,-1.3517,54.585,1
Cleveland Police,Anti-social behaviour,-1.3516,54.5915,1
Cleveland Police,Anti-social behaviour,-1.3514,54.4919,2
Cleveland Police,Anti-social behaviour,-1.3514,54.5196,1
Cleveland Police,Anti-social behaviour,-1.3513,54.5759,1
Cleveland Police,Anti-social behaviour,-1.3513,54.5829,12
Cleveland Police,Anti-social behaviour,-1.351,54.5552,1
Cleveland Police,Anti-social behaviour,-1.351,54.5576,1
Cleveland Police,Anti-social behaviour,-1.3509,54.5898,3
Cleveland Police,Anti-social behaviour,-1.3508,54.5266,1
Cleveland Police,Anti-social behaviour,-1.3507,54.4997,1
Cleveland Police,Anti-social behaviour,-1.3507,54.5175,4
Cleveland Police,Anti-social behaviour,-1.3507,54.5729,9
Cleveland Police,Anti-social behaviour,-1.3506,54.5645,7
Cleveland Police,Anti-social behaviour,-1.3501,54.5743,2
Cleveland Police,Anti-social behaviour,-1.3501,54.5875,1
Cleveland Police,Anti-social behaviour,-1.3501,54.6368,2
Cleveland Police,Anti-social behaviour,-1.35,54.5851,1
