Constabulary,Crime type,Longitude,Latitude,Count
Derbyshire Constabulary,Anti-social behaviour,-1.9655,53.2739,2
Derbyshire Constabulary,Anti-social behaviour,-1.9654,53.4623,1
Derbyshire Constabulary,Anti-social behaviour,-1.9649,53.4653,1
Derbyshire Constabulary,Anti-social behaviour,-1.9639,53.467,1
Derbyshire Constabulary,Anti-social behaviour,-1.9636,53.4727,9
Derbyshire Constabulary,Anti-social behaviour,-1.963,53.4416,1
Derbyshire Constabulary,Anti-social behaviour,-1.9629,53.3387,1
Derbyshire Constabulary,Anti-social behaviour,-1.9618,53.4439,6
Derbyshire Constabulary,Anti-social behaviour,-1.9617,53.457,1
Derbyshire Constabulary,Anti-social behaviour,-1.9614,53.4438,14
Derbyshire Constabulary,Anti-social behaviour,-1.9603,53.3383,1
Derbyshire Constabulary,Anti-social behaviour,-1.96,53.4417,3
Derbyshire Constabulary,Anti-social behaviour,-1.9582,53.4365,1
Derbyshire Constabulary,Anti-social behaviour,-1.9579,53.4434,20
Derbyshire Constabulary,Anti-social behaviour,-1.9571,53.4408,3
Derbyshire Constabulary,Anti-social behaviour,-1.9563,53.4393,3
Derbyshire Constabulary,Anti-social behaviour,-1.9563,53.4453,4
Derbyshire Constabulary,Anti-social behaviour,-1.9558,53.448,2
Derbyshire Constabulary,Anti-social behaviour,-1.9557,53.4446,3
Derbyshire Constabulary,Anti-social behaviour,-1.9556,53.3831,1
Derbyshire Constabulary,Anti-social behaviour,-1.955,53.4447,1
Derbyshire Constabulary,Anti-social behaviour,-1.9549,53.4429,1
Derbyshire Constabulary,Anti-social behaviour,-1.9548,53.4434,8
Derbyshire Constabulary,Anti-social behaviour,-1.9548,53.4483,1
Derbyshire Constabulary,Anti-social behaviour,-1.9545,53.439,1
Derbyshire Constabulary,Anti-social behaviour,-1.9541,53.4407,2
Derbyshire Constabulary,Anti-social behaviour,-1.9539,53.4401,1
Derbyshire Constabulary,Anti-social behaviour,-1.9532,53.3837,1
Derbyshire Constabulary,Anti-social behaviour,-1.9532,53.4445,1
Derbyshire Constabulary,Anti-social behaviour,-1.9527,53.4428,2
Derbyshire Constabulary,Anti-social behaviour,-1.9525,53.4428,5
Derbyshire Constabulary,Anti-social behaviour,-1.9523,53.4646,2
Derbyshire Constabulary,Anti-social behaviour,-1.9522,53.4492,2
Derbyshire Constabulary,Anti-social behaviour,-1.952,53.4439,5
Derbyshire Constabulary,Anti-social behaviour,-1.9517,53.4535,2
Derbyshire Constabulary,Anti-social behaviour,-1.9516,53.4391,1
Derbyshire Constabulary,Anti-social behaviour,-1.9514,53.4428,1
Derbyshire Constabulary,Anti-social behaviour,-1.9513,53.4458,2
Derbyshire Constabulary,Anti-social behaviour,-1.9509,53.4357,4
Derbyshire Constabulary,Anti-social behaviour,-1.9507,53.4428,19
Derbyshire Constabulary,Anti-social behaviour,-1.9507,53.4439,4
Derbyshire Constabulary,Anti-social behaviour,-1.9506,53.4415,1
Derbyshire Constabulary,Anti-social behaviour,-1.9502,53.445,1
Derbyshire Constabulary,Anti-social behaviour,-1.9499,53.4384,3
Derbyshire Constabulary,Anti-social behaviour,-1.9496,53.4407,1
Derbyshire Constabulary,Anti-social behaviour,-1.9495,53.4437,37
Derbyshire Constabulary,Anti-social behaviour,-1.9494,53.4405,1
Derbyshire Constabulary,Anti-social behaviour,-1.9493,53.4392,1
Derbyshire Constabulary,Anti-social behaviour,-1.9493,53.4473,1
Derbyshire Constabulary,Anti-social behaviour,-1.949,53.3833,1
Derbyshire Constabulary,Anti-social behaviour,-1.9489,53.4418,9
Derbyshire Constabulary,Anti-social behaviour,-1.9488,53.3795,1
Derbyshire Constabulary,Anti-social behaviour,-1.9488,53.4242,1
Derbyshire Constabulary,Anti-social behaviour,-1.9484,53.4434,13
Derbyshire Constabulary,Anti-social behaviour,-1.9482,53.4425,11
Derbyshire Constabulary,Anti-social behaviour,-1.9482,53.444,11
Derbyshire Constabulary,Anti-social behaviour,-1.9481,53.378,1
Derbyshire Constabulary,Anti-social behaviour,-1.948,53.4412,4
Derbyshire Constabulary,Anti-social behaviour,-1.9478,53.4398,3
Derbyshire Constabulary,Anti-social behaviour,-1.9471,53.443,4
Derbyshire Constabulary,Anti-social behaviour,-1.9467,53.381,2
Derbyshire Constabulary,Anti-social behaviour,-1.9466,53.4547,1
Derbyshire Constabulary,Anti-social behaviour,-1.9465,53.4433,1
Derbyshire Constabulary,Anti-social behaviour,-1.9462,53.3796,1
Derbyshire Constabulary,Anti-social behaviour,-1.9461,53.3791,1
Derbyshire Constabulary,Anti-social behaviour,-1.9459,53.4394,4
Derbyshire Constabulary,Anti-social behaviour,-1.9459,53.4444,1
Derbyshire Constabulary,Anti-social behaviour,-1.9458,53.4359,1
Derbyshire Constabulary,Anti-social behaviour,-1.9456,53.3782,1
Derbyshire Constabulary,Anti-social behaviour,-1.9456,53.4384,3
Derbyshire Constabulary,Anti-social behaviour,-1.9449,53.4429,1
Derbyshire Constabulary,Anti-social behaviour,-1.9449,53.4483,4
Derbyshire Constabulary,Anti-social behaviour,-1.9448,53.4374,1
Derbyshire Constabulary,Anti-social behaviour,-1.9447,53.4423,1
Derbyshire Constabulary,Anti-social behaviour,-1.9441,53.4441,1
Derbyshire Constabulary,Anti-social behaviour,-1.9435,53.4392,2
Derbyshire Constabulary,Anti-social behaviour,-1.9432,53.443,1
Derbyshire Constabulary,Anti-social behaviour,-1.942,53.4451,1
Derbyshire Constabulary,Anti-social behaviour,-1.9417,53.3782,5
Derbyshire Constabulary,Anti-social behaviour,-1.9415,53.3331,1
Derbyshire Constabulary,Anti-social behaviour,-1.9414,53.2482,1
Derbyshire Constabulary,Anti-social behaviour,-1.9414,53.3753,1
Derbyshire Constabulary,Anti-social behaviour,-1.9411,53.4497,2
Derbyshire Constabulary,Anti-social behaviour,-1.9408,53.3407,1
Derbyshire Constabulary,Anti-social behaviour,-1.9404,53.4516,1
Derbyshire Constabulary,Anti-social behaviour,-1.9403,53.2484,1
Derbyshire Constabulary,Anti-social behaviour,-1.9401,53.2451,1
Derbyshire Constabulary,Anti-social behaviour,-1.9399,53.3392,1
Derbyshire Constabulary,Anti-social behaviour,-1.9399,53.3401,2
Derbyshire Constabulary,Anti-social behaviour,-1.9398,53.3398,1
Derbyshire Constabulary,Anti-social behaviour,-1.9398,53.4435,1
Derbyshire Constabulary,Anti-social behaviour,-1.9397,53.4442,2
Derbyshire Constabulary,Anti-social behaviour,-1.9395,53.3368,2
Derbyshire Constabulary,Anti-social behaviour,-1.9389,53.4472,1
Derbyshire Constabulary,Anti-social behaviour,-1.9386,53.4455,2
Derbyshire Constabulary,Anti-social behaviour,-1.9385,53.4501,9
Derbyshire Constabulary,Anti-social behaviour,-1.9384,53.3318,2
Derbyshire Constabulary,Anti-social behaviour,-1.9373,53.2434,1
Derbyshire Constabulary,Anti-social behaviour,-1.9366,53.3359,1
Derbyshire Constabulary,Anti-social behaviour,-1.9365,53.4445,3
Derbyshire Constabulary,Anti-social behaviour,-1.9363,53.4532,1
Derbyshire Constabulary,Anti-social behaviour,-1.9358,53.4325,1
Derbyshire Constabulary,Anti-social behaviour,-1.9353,53.2515,1
Derbyshire Constabulary,Anti-social behaviour,-1.9344,53.2527,5
Derbyshire Constabulary,Anti-social behaviour,-1.9344,53.4455,2
Derbyshire Constabulary,Anti-social behaviour,-1.9333,53.4429,1
Derbyshire Constabulary,Anti-social behaviour,-1.9332,53.2533,1
Derbyshire Constabulary,Anti-social behaviour,-1.9331,53.4404,1
Derbyshire Constabulary,Anti-social behaviour,-1.9329,53.256,1
Derbyshire Constabulary,Anti-social behaviour,-1.9324,53.4447,2
Derbyshire Constabulary,Anti-social behaviour,-1.9322,53.4388,1
Derbyshire Constabulary,Anti-social behaviour,-1.9313,53.4367,1
Derbyshire Constabulary,Anti-social behaviour,-1.9309,53.2565,1
Derbyshire Constabulary,Anti-social behaviour,-1.9301,53.4456,6
Derbyshire Constabulary,Anti-social behaviour,-1.9288,53.321,2
Derbyshire Constabulary,Anti-social behaviour,-1.9286,53.4451,8
Derbyshire Constabulary,Anti-social behaviour,-1.9275,53.3593,1
Derbyshire Constabulary,Anti-social behaviour,-1.927,53.2543,1
Derbyshire Constabulary,Anti-social behaviour,-1.9269,53.4436,4
Derbyshire Constabulary,Anti-social behaviour,-1.9266,53.3395,1
Derbyshire Constabulary,Anti-social behaviour,-1.9265,53.2521,1
Derbyshire Constabulary,Anti-social behaviour,-1.9263,53.2591,1
Derbyshire Constabulary,Anti-social behaviour,-1.9257,53.2499,3
Derbyshire Constabulary,Anti-social behaviour,-1.9257,53.2582,2
Derbyshire Constabulary,Anti-social behaviour,-1.9248,53.3202,1
Derbyshire Constabulary,Anti-social behaviour,-1.9247,53.2504,1
Derbyshire Constabulary,Anti-social behaviour,-1.9242,53.2606,3
Derbyshire Constabulary,Anti-social behaviour,-1.9213,53.2624,1
Derbyshire Constabulary,Anti-social behaviour,-1.9204,53.2576,4
Derbyshire Constabulary,Anti-social behaviour,-1.9201,53.3181,1
Derbyshire Constabulary,Anti-social behaviour,-1.92,53.2533,1
Derbyshire Constabulary,Anti-social behaviour,-1.9196,53.2485,1
Derbyshire Constabulary,Anti-social behaviour,-1.9196,53.2516,1
Derbyshire Constabulary,Anti-social behaviour,-1.9186,53.3226,2
Derbyshire Constabulary,Anti-social behaviour,-1.9185,53.3233,1
Derbyshire Constabulary,Anti-social behaviour,-1.9169,53.2586,1
Derbyshire Constabulary,Anti-social behaviour,-1.9169,53.261,2
Derbyshire Constabulary,Anti-social behaviour,-1.9168,53.2558,8
Derbyshire Constabulary,Anti-social behaviour,-1.9165,53.2557,3
Derbyshire Constabulary,Anti-social behaviour,-1.9164,53.3233,1
Derbyshire Constabulary,Anti-social behaviour,-1.9161,53.2584,3
Derbyshire Constabulary,Anti-social behaviour,-1.916,53.2553,2
Derbyshire Constabulary,Anti-social behaviour,-1.9155,53.2535,2
Derbyshire Constabulary,Anti-social behaviour,-1.9154,53.2546,1
Derbyshire Constabulary,Anti-social behaviour,-1.9154,53.3162,1
Derbyshire Constabulary,Anti-social behaviour,-1.9151,53.2556,4
Derbyshire Constabulary,Anti-social behaviour,-1.915,53.2569,1
